Gid,SE_T053_002
1400000US36047990100,0
1400000US53011041005,67.5
1400000US53011041007,72.35
1400000US22071005400,69.13
1400000US17031530200,75.81
1400000US06037402200,63.38
1400000US53011041008,57.59
1400000US53011041009,68.85
1400000US16027020300,69.66
1400000US26163501200,71.84
1400000US45019004606,65.16
1400000US45019004607,66.49
1400000US32005002200,54.63
1400000US72135510200,70.31
1400000US37009970700,54.79
1400000US48113001001,60.04
1400000US28035000800,55.05
1400000US45019004608,66.96
1400000US39145002800,64.88
1400000US18167010500,72.03
1400000US12086013800,73.54
1400000US08031000800,80.35
1400000US53011041003,58.52
1400000US26091061600,69.71
1400000US06071000904,76.44
1400000US06071000903,73.11
1400000US31033955000,76.95
1400000US06071000901,66.17
1400000US15003011400,39.85
1400000US42095010800,61.25
1400000US24009860401,57.29
1400000US24009860402,60.69
1400000US31119961000,79.27
1400000US24031702500,45.77
1400000US13261950100,62.2
1400000US42069110201,67.3
1400000US36047021400,71.07
1400000US36081103201,76.12
1400000US06085503118,81.37
1400000US36081103202,57.72
1400000US06085503116,74.14
1400000US06085503117,84.94
1400000US06085503115,79.24
1400000US06085503112,79.62
1400000US06085503113,82.3
1400000US06085503110,86.54
1400000US06085503111,83.79
1400000US06023010400,48.91
1400000US39027964900,81.01
1400000US09003460301,68.1
1400000US09003460302,59.92
1400000US40013796600,67.72
1400000US26099255500,84.34
1400000US55097960500,67.53
1400000US45027960500,64.43
1400000US41003000900,44.59
1400000US24043010600,70.09
1400000US36043010400,69.25
1400000US04013420710,78.21
1400000US17043846509,77.95
1400000US25025000701,64.12
1400000US25025000703,67.82
1400000US25025000704,77.14
1400000US49035113307,86.04
1400000US32007950200,64.38
1400000US36103123402,61.96
1400000US26147658100,75.13
1400000US49035113308,81.85
1400000US36103123401,76.9
1400000US17043846504,73.36
1400000US17043846507,80.8
1400000US48453002317,63.29
1400000US06085504421,79.6
1400000US55073001800,68.95
1400000US42101026600,70.57
1400000US15009990000,0
1400000US34031143200,63.45
1400000US48453002315,65.61
1400000US55103970300,73.13
1400000US27037060739,78.91
1400000US36059414502,56.73
1400000US36071011601,56.96
1400000US27003050820,70.18
1400000US27003050821,72.62
1400000US05031000601,72.22
1400000US05031000602,72.24
1400000US06037540700,72.89
1400000US06037119202,68.12
1400000US18089042802,68.92
1400000US18089042801,65.37
1400000US06037119201,75.42
1400000US12011090503,55.7
1400000US26161410800,67.9
1400000US37109071102,76.75
1400000US12057002800,66.12
1400000US37109071101,78.58
1400000US06081604000,68.19
1400000US36065025500,46.39
1400000US18089040401,67.44
1400000US18089040403,63.5
1400000US18089040402,63.83
1400000US48141000207,68.01
1400000US26099245300,62.73
1400000US48141000205,65.0
1400000US48141000204,70.16
1400000US22089062900,71.16
1400000US36037951000,71.48
1400000US26163585900,76.42
1400000US18089010900,74.37
1400000US48141000208,70.48
1400000US48239950100,74.07
1400000US28013950300,73.02
1400000US37079950101,71.32
1400000US19017004100,69.08
1400000US19113002600,74.96
1400000US06065048100,64.95
1400000US29133950300,54.41
1400000US26093730102,72.67
1400000US18015959600,76.89
1400000US26093730101,71.91
1400000US49043964202,67.35
1400000US49043964203,37.74
1400000US21015070308,73.92
1400000US21015070309,73.11
1400000US06081611200,57.11
1400000US21015070307,75.11
1400000US21015070305,82.44
1400000US08005007104,57.3
1400000US17137951500,58.33
1400000US21015070301,86.99
1400000US45041000300,68.38
1400000US48061011100,71.26
