Gid,SE_T078_002
1400000US36047990100,0
1400000US53011041005,23.13
1400000US53011041007,27.09
1400000US22071005400,18.6
1400000US17031530200,34.51
1400000US06037402200,23.87
1400000US53011041008,35.72
1400000US53011041009,38.56
1400000US16027020300,22.26
1400000US26163501200,40.15
1400000US45019004606,33.08
1400000US45019004607,28.33
1400000US32005002200,43.53
1400000US72135510200,32.49
1400000US37009970700,46.42
1400000US48113001001,21.86
1400000US28035000800,33.45
1400000US45019004608,26.36
1400000US39145002800,41.32
1400000US18167010500,35.7
1400000US12086013800,22.71
1400000US08031000800,28.96
1400000US53011041003,31.53
1400000US26091061600,36.39
1400000US06071000904,16.91
1400000US06071000903,15.72
1400000US31033955000,26.02
1400000US06071000901,21.96
1400000US15003011400,3.43
1400000US42095010800,40.98
1400000US24009860401,21.87
1400000US24009860402,21.2
1400000US31119961000,16.99
1400000US24031702500,14.92
1400000US13261950100,48.36
1400000US42069110201,36.3
1400000US36047021400,18.12
1400000US36081103201,19.99
1400000US06085503118,17.13
1400000US36081103202,15.37
1400000US06085503116,20.21
1400000US06085503117,24.48
1400000US06085503115,25.74
1400000US06085503112,13.89
1400000US06085503113,17.53
1400000US06085503110,10.6
1400000US06085503111,29.1
1400000US06023010400,27.81
1400000US39027964900,38.95
1400000US09003460301,27.29
1400000US09003460302,36.2
1400000US40013796600,51.99
1400000US26099255500,41.46
1400000US55097960500,32.19
1400000US45027960500,35.42
1400000US41003000900,30.47
1400000US24043010600,27.98
1400000US36043010400,34.03
1400000US04013420710,47.57
1400000US17043846509,12.44
1400000US25025000701,10.13
1400000US25025000703,1.54
1400000US25025000704,9.69
1400000US49035113307,20.75
1400000US32007950200,28.55
1400000US36103123402,33.6
1400000US26147658100,38.2
1400000US49035113308,23.11
1400000US36103123401,21.86
1400000US17043846504,25.95
1400000US17043846507,9.53
1400000US48453002317,4.31
1400000US06085504421,29.62
1400000US55073001800,32.28
1400000US42101026600,56.43
1400000US15009990000,0
1400000US34031143200,33.36
1400000US48453002315,7.45
1400000US55103970300,35.79
1400000US27037060739,21.57
1400000US36059414502,36.2
1400000US36071011601,47.18
1400000US27003050820,18.92
1400000US27003050821,18.75
1400000US05031000601,31.25
1400000US05031000602,12.03
1400000US06037540700,24.33
1400000US06037119202,26.2
1400000US18089042802,33.93
1400000US18089042801,36.75
1400000US06037119201,30.49
1400000US12011090503,46.41
1400000US26161410800,21.43
1400000US37109071102,31.49
1400000US12057002800,26.85
1400000US37109071101,30.41
1400000US06081604000,28.11
1400000US36065025500,36.19
1400000US18089040401,40.83
1400000US18089040403,34.65
1400000US18089040402,29.0
1400000US48141000207,24.68
1400000US26099245300,47.41
1400000US48141000205,26.64
1400000US48141000204,34.23
1400000US22089062900,32.43
1400000US36037951000,32.5
1400000US26163585900,38.1
1400000US18089010900,49.86
1400000US48141000208,26.94
1400000US48239950100,31.43
1400000US28013950300,39.6
1400000US37079950101,34.15
1400000US19017004100,31.52
1400000US19113002600,30.03
1400000US06065048100,24.75
1400000US29133950300,40.54
1400000US26093730102,31.75
1400000US18015959600,39.45
1400000US26093730101,29.5
1400000US49043964202,19.74
1400000US49043964203,50.6
1400000US21015070308,28.58
1400000US21015070309,18.84
1400000US06081611200,32.89
1400000US21015070307,24.35
1400000US21015070305,24.16
1400000US08005007104,9.6
1400000US17137951500,31.69
1400000US21015070301,18.71
1400000US45041000300,39.9
1400000US48061011100,35.71
1400000US04013082016,18.72
1400000US04013082017,7.29
1400000US04013082010,27.71
1400000US24005440300,18.08
1400000US04013082012,20.05
1400000US01097007000,43.55
1400000US04013082018,9.41
1400000US04013082019,28.49
1400000US40101000600,32.38
1400000US08069001607,18.24
1400000US06001405901,20.15
1400000US06001405902,22.05
1400000US12105011910,41.44
1400000US08069001603,17.44
1400000US06037240402,31.12
1400000US06037240401,16.86
1400000US13301970400,43.35
1400000US37025041701,34.32
1400000US37025041702,47.57
1400000US33011002800,30.21
1400000US34031124500,32.06
1400000US42011000600,31.31
1400000US08069001608,14.88
1400000US28049002400,33.33
1400000US22063040202,26.95
1400000US22063040201,21.62
1400000US27061480400,49.79
1400000US12095014200,32.44
1400000US47155081101,44.52
1400000US47155081102,45.75
1400000US17043844902,35.97
1400000US18019050603,29.35
1400000US18019050605,31.79
1400000US18019050604,33.91
1400000US18019050606,40.49
1400000US04025000402,59.47
1400000US21025920200,43.53
1400000US04025000401,58.41
1400000US19113000600,31.62
1400000US18135951900,33.91
1400000US17033880300,37.52
1400000US36081133900,41.5
1400000US18173030100,40.25
1400000US25017352500,16.82
1400000US04013815300,19.74
1400000US48201252000,8.48
1400000US12095016511,9.45
1400000US12095016510,9.78
1400000US26049002400,32.81
1400000US34025808600,29.15
1400000US35049980000,0
1400000US08031000502,31.51
1400000US47047060300,40.57
1400000US51059432300,26.8
1400000US08077001501,30.08
1400000US37067002702,20.34
1400000US06037206300,29.32
1400000US08077001502,38.28
1400000US40037020602,31.24
1400000US37183053108,18.32
1400000US05093010200,31.63
1400000US36029008500,39.65
1400000US48201221300,14.59
1400000US22057021000,32.45
1400000US06053014105,6.82
1400000US06053014104,0
1400000US18097351700,22.88
1400000US06053014102,16.55
1400000US37183053106,36.02
1400000US37183053107,29.49
1400000US25005653204,37.58
1400000US34007611000,37.26
1400000US12103025018,39.4
1400000US04013217800,31.66
1400000US40031001600,30.07
1400000US40145030405,14.04
1400000US40145030402,37.89
1400000US40145030403,24.57
1400000US36047054800,31.42
1400000US37071032301,37.64
1400000US05087960200,40.91
1400000US37071032302,33.92
1400000US18003002900,31.83
1400000US26025003200,40.94
1400000US19083480200,34.67
1400000US29189221301,35.39
1400000US13089021416,8.29
1400000US06013990000,0
1400000US06007002000,45.82
1400000US13089021415,11.27
1400000US13089021412,15.11
1400000US10005051305,59.1
1400000US10005051306,61.46
1400000US13089021411,6.84
1400000US06001441800,21.74
1400000US27009021101,25.71
1400000US72145990000,0
1400000US27141030200,19.69
1400000US06065041410,20.8
1400000US06065041411,35.59
1400000US06065041412,34.02
1400000US05081030200,52.4
1400000US36061026500,25.2
1400000US17075950800,37.22
1400000US06065042214,23.84
1400000US02090001700,24.13
1400000US06065042213,24.93
1400000US06059063301,10.71
1400000US37051003305,26.66
1400000US06059063302,17.62
1400000US36059412100,35.54
1400000US24031700819,14.62
1400000US24031700818,9.45
1400000US22051024700,28.08
1400000US24031700815,9.96
1400000US12057002000,26.65
1400000US24031700817,11.44
1400000US24031700816,8.09
1400000US24031700811,18.31
1400000US24031700810,27.51
1400000US24031700813,20.22
1400000US24031700812,22.55
1400000US49005000900,20.47
1400000US28051950300,31.14
1400000US27173970100,33.9
1400000US45083022005,22.83
1400000US45083022004,35.56
1400000US42129802500,29.3
1400000US45083022006,28.9
1400000US31037964600,33.79
1400000US23011018000,27.7
1400000US36005021301,10.92
1400000US17163503903,26.84
1400000US06037228600,15.05
1400000US17163503906,33.12
1400000US28117950100,40.19
1400000US17163503904,20.39
1400000US17163503905,26.4
1400000US34007609204,42.38
1400000US34007609205,26.75
1400000US34007609202,26.58
1400000US34007609203,26.38
1400000US06001420200,18.15
1400000US34007609201,18.96
1400000US48029191503,30.45
1400000US48029191506,24.33
1400000US26049013401,31.64
1400000US26029000400,43.73
1400000US48029191505,44.54
1400000US09003494600,38.71
1400000US36069052100,33.89
1400000US13123080200,45.96
1400000US37067004015,28.83
1400000US37067004014,40.27
1400000US34013021400,36.56
1400000US37067004011,29.35
1400000US37067004010,25.88
1400000US37067004013,33.01
1400000US31131966800,30.91
1400000US06099003100,29.29
1400000US48273020400,21.74
1400000US09003496600,35.07
1400000US01097001400,39.95
1400000US09003473800,30.18
1400000US26065006302,36.57
1400000US06097153104,23.55
1400000US42003472400,27.58
1400000US06065040607,18.26
1400000US36005004600,28.51
1400000US51153901601,24.9
1400000US51153901602,18.05
1400000US17187870300,40.88
