Gid,SE_T080_002
1400000US36047990100,0
1400000US53011041005,5.47
1400000US53011041007,1.76
1400000US22071005400,2.64
1400000US17031530200,13.88
1400000US06037402200,5.4
1400000US53011041008,1.96
1400000US53011041009,7.65
1400000US16027020300,8.95
1400000US26163501200,9.94
1400000US45019004606,0.42
1400000US45019004607,0.53
1400000US32005002200,1.68
1400000US72135510200,6.88
1400000US37009970700,1.32
1400000US48113001001,2.01
1400000US28035000800,1.11
1400000US45019004608,1.03
1400000US39145002800,3.86
1400000US18167010500,5.72
1400000US12086013800,2.21
1400000US08031000800,32.35
1400000US53011041003,2.03
1400000US26091061600,11.96
1400000US06071000904,4.33
1400000US06071000903,6.94
1400000US31033955000,3.19
1400000US06071000901,8.98
1400000US15003011400,0
1400000US42095010800,6.3
1400000US24009860401,6.01
1400000US24009860402,7.52
1400000US31119961000,1.26
1400000US24031702500,0.81
1400000US13261950100,3.28
1400000US42069110201,4.29
1400000US36047021400,8.15
1400000US36081103201,8.49
1400000US06085503118,1.98
1400000US36081103202,3.91
1400000US06085503116,2.55
1400000US06085503117,1.04
1400000US06085503115,4.08
1400000US06085503112,2.19
1400000US06085503113,2.05
1400000US06085503110,3.56
1400000US06085503111,4.61
1400000US06023010400,3.14
1400000US39027964900,2.84
1400000US09003460301,4.58
1400000US09003460302,2.15
1400000US40013796600,2.23
1400000US26099255500,2.82
1400000US55097960500,2.5
1400000US45027960500,5.79
1400000US41003000900,0.58
1400000US24043010600,1.63
1400000US36043010400,8.04
1400000US04013420710,1.45
1400000US17043846509,0.5
1400000US25025000701,1.49
1400000US25025000703,0.72
1400000US25025000704,3.51
1400000US49035113307,2.37
1400000US32007950200,0
1400000US36103123402,3.71
1400000US26147658100,1.95
1400000US49035113308,1.65
1400000US36103123401,4.89
1400000US17043846504,0.81
1400000US17043846507,0
1400000US48453002317,1.85
1400000US06085504421,2.89
1400000US55073001800,0.96
1400000US42101026600,11.05
1400000US15009990000,0
1400000US34031143200,1.03
1400000US48453002315,0
1400000US55103970300,2.46
1400000US27037060739,1.62
1400000US36059414502,2.58
1400000US36071011601,3.04
1400000US27003050820,1.55
1400000US27003050821,0.81
1400000US05031000601,1.65
1400000US05031000602,6.47
1400000US06037540700,16.65
1400000US06037119202,2.77
1400000US18089042802,1.57
1400000US18089042801,1.75
1400000US06037119201,9.09
1400000US12011090503,1.54
1400000US26161410800,5.97
1400000US37109071102,0.9
1400000US12057002800,2.39
1400000US37109071101,0.31
1400000US06081604000,1.35
1400000US36065025500,0.42
1400000US18089040401,1.04
1400000US18089040403,0.95
1400000US18089040402,0
1400000US48141000207,10.37
1400000US26099245300,4.05
1400000US48141000205,9.04
1400000US48141000204,9.46
1400000US22089062900,1.41
1400000US36037951000,3.62
1400000US26163585900,3.97
1400000US18089010900,2.47
1400000US48141000208,5.52
1400000US48239950100,0
1400000US28013950300,0.4
1400000US37079950101,4.22
1400000US19017004100,2.86
1400000US19113002600,1.2
1400000US06065048100,0
1400000US29133950300,0
1400000US26093730102,0.72
1400000US18015959600,1.0
1400000US26093730101,1.14
1400000US49043964202,0.4
1400000US49043964203,0
1400000US21015070308,2.33
1400000US21015070309,0
1400000US06081611200,0.75
1400000US21015070307,0.96
1400000US21015070305,3.09
1400000US08005007104,0.68
1400000US17137951500,0.72
1400000US21015070301,3.24
