Gid,SE_T004_002
1400000US36047990100,0
1400000US53011041005,45.14
1400000US53011041007,50.14
1400000US22071005400,48.02
1400000US17031530200,44.39
1400000US06037402200,48.06
1400000US53011041008,48.52
1400000US53011041009,48.8
1400000US16027020300,47.39
1400000US26163501200,42.09
1400000US45019004606,48.38
1400000US45019004607,44.42
1400000US32005002200,55.16
1400000US72135510200,48.46
1400000US37009970700,48.82
1400000US48113001001,53.62
1400000US28035000800,50.95
1400000US45019004608,50.05
1400000US39145002800,50.65
1400000US18167010500,49.13
1400000US12086013800,45.24
1400000US08031000800,47.44
1400000US53011041003,47.03
1400000US26091061600,45.7
1400000US06071000904,48.0
1400000US06071000903,47.89
1400000US31033955000,47.04
1400000US06071000901,51.48
1400000US15003011400,69.11
1400000US42095010800,46.35
1400000US24009860401,48.04
1400000US24009860402,43.42
1400000US31119961000,51.48
1400000US24031702500,46.31
1400000US13261950100,55.3
1400000US42069110201,50.33
1400000US36047021400,48.45
1400000US36081103201,40.06
1400000US06085503118,47.19
1400000US36081103202,52.51
1400000US06085503116,49.74
1400000US06085503117,48.46
1400000US06085503115,47.43
1400000US06085503112,49.6
1400000US06085503113,52.52
1400000US06085503110,48.59
1400000US06085503111,49.15
1400000US06023010400,50.46
1400000US39027964900,50.51
1400000US09003460301,50.52
1400000US09003460302,47.51
1400000US40013796600,48.19
1400000US26099255500,47.13
1400000US55097960500,50.24
1400000US45027960500,46.25
1400000US41003000900,54.01
1400000US24043010600,51.97
1400000US36043010400,51.12
1400000US04013420710,48.36
1400000US17043846509,46.73
1400000US25025000701,45.09
1400000US25025000703,54.19
1400000US25025000704,54.85
1400000US49035113307,55.66
1400000US32007950200,52.6
1400000US36103123402,48.0
1400000US26147658100,51.21
1400000US49035113308,48.15
1400000US36103123401,50.07
1400000US17043846504,52.6
1400000US17043846507,47.48
1400000US48453002317,49.18
1400000US06085504421,48.76
1400000US55073001800,53.73
1400000US42101026600,45.22
1400000US15009990000,0
1400000US34031143200,47.67
1400000US48453002315,56.44
1400000US55103970300,55.56
1400000US27037060739,51.96
1400000US36059414502,46.75
1400000US36071011601,51.66
1400000US27003050820,46.98
1400000US27003050821,45.79
1400000US05031000601,46.74
1400000US05031000602,48.17
1400000US06037540700,53.78
1400000US06037119202,52.2
1400000US18089042802,50.41
1400000US18089042801,49.97
1400000US06037119201,51.52
1400000US12011090503,49.33
1400000US26161410800,45.62
1400000US37109071102,48.16
1400000US12057002800,50.03
1400000US37109071101,47.11
1400000US06081604000,48.84
1400000US36065025500,51.65
1400000US18089040401,49.13
1400000US18089040403,50.81
1400000US18089040402,48.07
1400000US48141000207,43.05
1400000US26099245300,49.07
1400000US48141000205,43.5
1400000US48141000204,45.08
1400000US22089062900,51.56
1400000US36037951000,49.72
1400000US26163585900,50.32
1400000US18089010900,35.29
1400000US48141000208,51.35
1400000US48239950100,48.26
1400000US28013950300,45.01
1400000US37079950101,56.55
1400000US19017004100,50.06
1400000US19113002600,56.19
1400000US06065048100,46.0
1400000US29133950300,48.75
1400000US26093730102,48.5
1400000US18015959600,47.64
1400000US26093730101,51.54
1400000US49043964202,53.29
1400000US49043964203,50.53
1400000US21015070308,50.71
1400000US21015070309,48.0
1400000US06081611200,49.02
1400000US21015070307,49.87
1400000US21015070305,45.6
1400000US08005007104,57.9
1400000US17137951500,50.55
1400000US21015070301,49.29
1400000US45041000300,45.44
1400000US48061011100,51.95
1400000US04013082016,49.56
1400000US04013082017,51.07
1400000US04013082010,53.67
1400000US24005440300,47.05
1400000US04013082012,48.68
1400000US01097007000,53.08
1400000US04013082018,53.24
1400000US04013082019,58.15
1400000US40101000600,46.94
1400000US08069001607,47.82
1400000US06001405901,44.0
1400000US06001405902,48.96
1400000US12105011910,54.53
1400000US08069001603,52.51
1400000US06037240402,45.94
1400000US06037240401,43.38
1400000US13301970400,46.92
1400000US37025041701,50.19
1400000US37025041702,48.73
1400000US33011002800,43.9
1400000US34031124500,43.54
1400000US42011000600,49.34
1400000US08069001608,49.26
1400000US28049002400,48.07
1400000US22063040202,51.46
1400000US22063040201,50.99
1400000US27061480400,52.73
1400000US12095014200,49.45
1400000US47155081101,48.52
1400000US47155081102,51.8
1400000US17043844902,47.21
1400000US18019050603,47.11
1400000US18019050605,44.9
1400000US18019050604,48.51
1400000US18019050606,47.44
1400000US04025000402,50.62
1400000US21025920200,51.36
1400000US04025000401,46.6
1400000US19113000600,45.59
1400000US18135951900,48.32
1400000US17033880300,41.51
1400000US36081133900,40.83
1400000US18173030100,50.8
1400000US25017352500,51.05
1400000US04013815300,51.61
1400000US48201252000,48.39
1400000US12095016511,49.52
1400000US12095016510,53.04
1400000US26049002400,50.68
1400000US34025808600,48.85
1400000US35049980000,94.93
1400000US08031000502,50.39
1400000US47047060300,45.54
1400000US51059432300,48.9
1400000US08077001501,47.87
1400000US37067002702,43.23
1400000US06037206300,75.06
1400000US08077001502,53.15
1400000US40037020602,50.31
1400000US37183053108,48.65
1400000US05093010200,45.11
1400000US36029008500,47.72
1400000US48201221300,51.49
1400000US22057021000,52.64
1400000US06053014105,44.78
1400000US06053014104,30.79
1400000US18097351700,49.64
1400000US06053014102,51.32
1400000US37183053106,45.61
1400000US37183053107,47.93
1400000US25005653204,55.0
1400000US34007611000,46.92
1400000US12103025018,48.24
1400000US04013217800,50.71
1400000US40031001600,47.41
1400000US40145030405,49.42
1400000US40145030402,53.65
1400000US40145030403,54.7
1400000US36047054800,47.37
1400000US37071032301,50.54
1400000US05087960200,47.1
1400000US37071032302,47.35
1400000US18003002900,47.55
1400000US26025003200,49.12
1400000US19083480200,51.87
1400000US29189221301,54.24
1400000US13089021416,46.74
1400000US06013990000,0
1400000US06007002000,49.32
1400000US13089021415,47.94
1400000US13089021412,53.13
1400000US10005051305,46.46
1400000US10005051306,47.39
1400000US13089021411,50.51
1400000US06001441800,48.93
1400000US27009021101,47.34
1400000US72145990000,0
1400000US27141030200,52.08
1400000US06065041410,51.07
1400000US06065041411,49.69
1400000US06065041412,49.33
1400000US05081030200,45.86
1400000US36061026500,50.82
1400000US17075950800,48.78
1400000US06065042214,46.18
1400000US02090001700,51.87
1400000US06065042213,49.07
1400000US06059063301,45.32
1400000US37051003305,50.16
1400000US06059063302,50.7
1400000US36059412100,50.97
1400000US24031700819,53.13
1400000US24031700818,49.83
1400000US22051024700,50.65
1400000US24031700815,47.68
1400000US12057002000,49.27
1400000US24031700817,45.62
1400000US24031700816,49.69
1400000US24031700811,48.31
1400000US24031700810,49.69
1400000US24031700813,44.26
1400000US24031700812,46.85
1400000US49005000900,43.41
1400000US28051950300,43.48
1400000US27173970100,52.43
1400000US45083022005,48.78
1400000US45083022004,51.91
1400000US42129802500,49.13
1400000US45083022006,45.83
1400000US31037964600,45.74
1400000US23011018000,52.26
1400000US36005021301,38.19
1400000US17163503903,48.6
1400000US06037228600,47.53
1400000US17163503906,50.7
1400000US28117950100,54.38
1400000US17163503904,53.51
1400000US17163503905,52.23
1400000US34007609204,44.27
1400000US34007609205,51.87
1400000US34007609202,49.01
1400000US34007609203,50.18
1400000US06001420200,46.25
1400000US34007609201,45.47
1400000US48029191503,46.03
1400000US48029191506,48.53
1400000US26049013401,46.9
1400000US26029000400,50.02
1400000US48029191505,47.64
1400000US09003494600,48.89
1400000US36069052100,50.4
1400000US13123080200,49.44
1400000US37067004015,50.03
1400000US37067004014,51.64
1400000US34013021400,43.22
1400000US37067004011,49.24
1400000US37067004010,43.49
1400000US37067004013,51.19
1400000US31131966800,49.6
1400000US06099003100,54.12
1400000US48273020400,55.31
1400000US09003496600,43.73
1400000US01097001400,50.62
1400000US09003473800,45.88
1400000US26065006302,46.6
1400000US06097153104,54.87
1400000US42003472400,46.09
1400000US06065040607,51.67
1400000US36005004600,48.18
1400000US51153901601,54.53
1400000US51153901602,51.84
1400000US17187870300,47.39
1400000US26163510700,51.74
1400000US04027001200,49.17
1400000US26135970300,50.83
1400000US04027000100,59.74
1400000US39001770200,49.31
1400000US06037191302,53.89
1400000US06037191301,46.61
1400000US42003522000,45.57
1400000US42051263000,47.63
1400000US48201511002,51.76
1400000US36047050000,45.78
1400000US12086011009,49.27
1400000US06037192300,50.82
1400000US36077590900,41.4
1400000US25023524101,52.3
1400000US48201250401,42.29
1400000US28019950100,49.13
1400000US36119005902,52.14
1400000US36059517000,45.86
1400000US22077951900,49.6
1400000US45089970900,53.15
1400000US12081000704,47.54
1400000US06095250502,49.14
1400000US06095250501,48.46
1400000US12086011005,52.71
1400000US12081000703,48.74
1400000US36047045000,46.5
1400000US39035108301,51.08
1400000US42069110202,48.04
1400000US22071000300,45.06
1400000US51103030300,48.59
1400000US47001020800,48.46
1400000US17031670100,41.44
1400000US17091012400,47.04
1400000US55025012001,49.33
1400000US36001013706,49.43
1400000US36001013707,47.17
1400000US39061021702,47.97
1400000US36001013705,48.44
1400000US36001013703,60.86
1400000US47167040200,50.13
1400000US53033031601,50.29
1400000US53053073114,49.06
1400000US53033031603,48.22
1400000US17031800200,51.01
1400000US53033031605,48.65
1400000US06037237202,50.64
1400000US06037237201,47.68
1400000US12057013100,49.24
1400000US53053073119,49.97
1400000US53053073118,48.78
1400000US08013060900,45.93
1400000US04013522903,53.6
1400000US08059012049,47.16
1400000US04013522901,45.14
1400000US42133020310,51.38
1400000US04013522904,47.33
1400000US50021964200,47.49
1400000US08059012041,46.18
1400000US08059012042,52.09
1400000US08059012043,49.88
1400000US08059012044,51.72
1400000US08059012045,49.61
1400000US08059012046,48.42
1400000US08059012047,51.34
1400000US13063040202,44.56
1400000US17031660800,45.96
1400000US17115001600,51.74
1400000US42077005301,48.16
1400000US12103028700,44.36
1400000US13063040204,49.27
1400000US42049000900,55.54
1400000US55101000903,47.38
1400000US55101000901,48.89
1400000US08105976800,53.13
1400000US55101000904,46.27
1400000US42045401200,45.97
1400000US35001003724,49.21
1400000US01101002900,42.79
1400000US35001003726,44.48
1400000US39093024000,49.25
1400000US08035013911,51.1
1400000US35001003722,49.13
