Gid,SE_T050_010
1400000US36047990100,0
1400000US53011041005,17.3
1400000US53011041007,14.07
1400000US22071005400,10.13
1400000US17031530200,15.07
1400000US06037402200,18.23
1400000US53011041008,13.07
1400000US53011041009,10.34
1400000US16027020300,17.21
1400000US26163501200,14.56
1400000US45019004606,6.16
1400000US45019004607,6.17
1400000US32005002200,9.07
1400000US72135510200,17.34
1400000US37009970700,14.62
1400000US48113001001,6.87
1400000US28035000800,12.83
1400000US45019004608,8.11
1400000US39145002800,12.94
1400000US18167010500,11.38
1400000US12086013800,17.95
1400000US08031000800,14.41
1400000US53011041003,16.16
1400000US26091061600,14.14
1400000US06071000904,21.15
1400000US06071000903,17.51
1400000US31033955000,16.77
1400000US06071000901,14.79
1400000US15003011400,33.43
1400000US42095010800,8.64
1400000US24009860401,13.29
1400000US24009860402,11.39
1400000US31119961000,16.16
1400000US24031702500,9.89
1400000US13261950100,14.0
1400000US42069110201,14.96
1400000US36047021400,13.0
1400000US36081103201,14.86
1400000US06085503118,11.1
1400000US36081103202,5.71
1400000US06085503116,6.11
1400000US06085503117,8.28
1400000US06085503115,15.77
1400000US06085503112,9.06
1400000US06085503113,6.63
1400000US06085503110,11.19
1400000US06085503111,13.42
1400000US06023010400,7.41
1400000US39027964900,13.47
1400000US09003460301,15.31
1400000US09003460302,13.34
1400000US40013796600,12.77
1400000US26099255500,15.02
1400000US55097960500,11.77
1400000US45027960500,5.97
1400000US41003000900,9.71
1400000US24043010600,11.85
1400000US36043010400,14.33
1400000US04013420710,18.39
1400000US17043846509,13.44
1400000US25025000701,6.95
1400000US25025000703,13.72
1400000US25025000704,8.53
1400000US49035113307,11.17
1400000US32007950200,17.86
1400000US36103123402,18.68
1400000US26147658100,14.3
1400000US49035113308,13.44
1400000US36103123401,18.18
1400000US17043846504,10.13
1400000US17043846507,23.27
1400000US48453002317,13.31
1400000US06085504421,10.57
1400000US55073001800,14.91
1400000US42101026600,16.88
1400000US15009990000,0
1400000US34031143200,12.16
1400000US48453002315,5.2
1400000US55103970300,12.5
1400000US27037060739,10.2
1400000US36059414502,12.79
1400000US36071011601,13.7
1400000US27003050820,12.12
1400000US27003050821,14.09
1400000US05031000601,7.52
1400000US05031000602,8.36
1400000US06037540700,14.71
1400000US06037119202,15.99
1400000US18089042802,14.21
1400000US18089042801,15.42
1400000US06037119201,11.07
1400000US12011090503,15.45
1400000US26161410800,12.53
1400000US37109071102,13.45
1400000US12057002800,17.68
1400000US37109071101,9.74
1400000US06081604000,18.32
1400000US36065025500,11.99
1400000US18089040401,9.61
1400000US18089040403,17.3
1400000US18089040402,7.81
1400000US48141000207,17.0
1400000US26099245300,11.82
1400000US48141000205,16.75
1400000US48141000204,14.83
1400000US22089062900,22.28
1400000US36037951000,12.18
1400000US26163585900,17.85
1400000US18089010900,11.76
1400000US48141000208,18.07
1400000US48239950100,8.2
1400000US28013950300,16.84
1400000US37079950101,15.44
1400000US19017004100,15.53
1400000US19113002600,12.36
1400000US06065048100,16.45
1400000US29133950300,8.3
1400000US26093730102,12.43
1400000US18015959600,12.62
1400000US26093730101,15.09
1400000US49043964202,11.48
1400000US49043964203,37.74
1400000US21015070308,15.4
1400000US21015070309,13.37
1400000US06081611200,9.12
1400000US21015070307,11.99
1400000US21015070305,22.29
1400000US08005007104,18.71
1400000US17137951500,13.73
1400000US21015070301,13.78
1400000US45041000300,18.21
1400000US48061011100,10.2
1400000US04013082016,13.77
1400000US04013082017,22.5
1400000US04013082010,9.28
1400000US24005440300,14.3
1400000US04013082012,14.01
1400000US01097007000,16.38
1400000US04013082018,17.4
1400000US04013082019,17.57
1400000US40101000600,9.15
1400000US08069001607,13.29
1400000US06001405901,14.56
1400000US06001405902,10.0
1400000US12105011910,7.5
1400000US08069001603,13.46
1400000US06037240402,13.32
1400000US06037240401,11.82
1400000US13301970400,14.59
1400000US37025041701,9.56
1400000US37025041702,20.48
1400000US33011002800,17.27
1400000US34031124500,19.75
1400000US42011000600,17.11
1400000US08069001608,12.1
1400000US28049002400,11.51
1400000US22063040202,16.74
1400000US22063040201,8.45
1400000US27061480400,8.1
1400000US12095014200,19.18
1400000US47155081101,5.2
1400000US47155081102,7.13
1400000US17043844902,10.66
1400000US18019050603,14.67
1400000US18019050605,14.88
1400000US18019050604,17.61
1400000US18019050606,18.78
1400000US04025000402,9.55
1400000US21025920200,10.83
1400000US04025000401,21.57
1400000US19113000600,16.05
1400000US18135951900,13.64
1400000US17033880300,14.31
1400000US36081133900,15.77
1400000US18173030100,12.88
1400000US25017352500,8.6
1400000US04013815300,9.52
1400000US48201252000,9.06
1400000US12095016511,17.0
1400000US12095016510,13.95
1400000US26049002400,14.34
1400000US34025808600,8.43
1400000US35049980000,20.34
1400000US08031000502,7.81
1400000US47047060300,12.93
1400000US51059432300,16.11
1400000US08077001501,14.93
1400000US37067002702,13.28
1400000US06037206300,14.67
1400000US08077001502,10.77
1400000US40037020602,17.45
1400000US37183053108,13.51
1400000US05093010200,11.72
1400000US36029008500,18.02
1400000US48201221300,12.38
1400000US22057021000,14.63
1400000US06053014105,19.71
1400000US06053014104,11.11
1400000US18097351700,16.13
1400000US06053014102,17.78
1400000US37183053106,8.95
1400000US37183053107,14.04
1400000US25005653204,9.71
1400000US34007611000,19.5
1400000US12103025018,16.85
1400000US04013217800,14.98
1400000US40031001600,5.56
1400000US40145030405,17.33
1400000US40145030402,16.08
1400000US40145030403,13.37
1400000US36047054800,7.98
1400000US37071032301,17.49
1400000US05087960200,7.64
1400000US37071032302,12.38
1400000US18003002900,6.68
1400000US26025003200,15.25
